"","text","date","time","textfre","score","result","name"
"2195"," this time trump will win the same states as before plus oregon washington california virginia min ",2020-10-28,"23:30:10"," time will win states plus oregon washington california virginia min ",1,"postive","trump"
"2196","helps to fight covid hundreds of trump supporte ",2020-10-28,"23:30:07","helps fight covid hundreds supporte ",0,"neutral","trump"
"2197","trump is melting down panic mode if you vote for biden your kids will not be ",2020-10-28,"23:29:14"," melting panic mode vote kids will ",-1,"negative","trump"
"2198","i have no intention of being a good sport towards trump supporters next week if biden wins ",2020-10-28,"23:29:14"," intention good sport towards supporters next week wins ",0,"neutral","trump"
"2199","want to know why im so concerned about trump inciting violence on election day or when he gets unfavorable results ",2020-10-28,"23:28:50","want know im concerned inciting violence election day gets unfavorable results ",-1,"negative","trump"
"2200","poll added in fl ipsos wp to biden trump jorgensen hawkins wes ",2020-10-28,"23:27:58","poll added fl ipsos wp jorgensen hawkins wes ",0,"neutral","trump"
"2201","trump abandons americans to covid that how on men work ",2020-10-28,"23:27:03"," abandons americans covid men work ",0,"neutral","trump"
"2202","poll added in fl ipsos to biden trump new fl average bi ",2020-10-28,"23:26:24","poll added fl ipsos new fl average bi ",1,"postive","trump"
"2203","trump republican gaslighting of america continues as does the destruction of our countrys beautiful national ",2020-10-28,"23:26:16"," republican gaslighting america continues destruction countrys beautiful national ",0,"neutral","trump"
"2204","has anyone seen this commercial he says you can support obama and support trump do you believe that ",2020-10-28,"23:24:50"," anyone seen commercial says can support obama support believe ",2,"postive","trump"
"2205","nigel farage gives gushing speech at donald trump rally and has a pop at boris johnson ",2020-10-28,"23:24:32","nigel farage gives gushing speech rally pop boris johnson ",-1,"negative","trump"
"2206","suspicious coming while people across the country are voting and trumps trying to frighten suburban voters but i ",2020-10-28,"23:24:32","suspicious coming people across country voting trying frighten suburban voters ",-2,"negative","trump"
"2207","because a chief of staff is a no name man the trumps reek of corruption ",2020-10-28,"23:24:03"," chief staff name man reek corruption ",0,"neutral","trump"
"2208","polls in florida show that president trump and joe biden are neck and neck ",2020-10-28,"23:23:48","polls florida show president neck neck ",1,"postive","trump"
"2209","what have president trump and his cabinet accomplished ",2020-10-28,"23:23:29"," president cabinet accomplished ",3,"postive","trump"
"2210","biden vs trump tipping point change biden by in az biden by in pa more info from ",2020-10-28,"23:22:36"," vs tipping point change az pa info ",1,"postive","trump"
"2211","nice to know not all police are supporting trumppence ",2020-10-28,"23:22:33","nice know police supporting trumppence ",1,"postive","trump"
"2212","by show of hands majority of crowd says theyve already voted lots of enthusiasm here for trump ca ",2020-10-28,"23:22:32"," show hands majority crowd says theyve already voted lots enthusiasm ca ",2,"postive","trump"
"2213","nice to know not all police officers endorse trumppence ",2020-10-28,"23:21:07","nice know police officers endorse trumppence ",1,"postive","trump"
"2214","president trump can steal this election by rallying to a select group the covid survivors he knows and feels thei ",2020-10-29,"23:59:11","president can steal election rallying select group covid survivors knows feels thei ",0,"neutral","trump"
"2215","this year has been hell yeah and trump is president why would we reelect him for president when he is presiden ",2020-10-29,"23:59:10"," year hell yeah president reelect president presiden ",2,"postive","trump"
"2216","president trump opens up huge lead in michigan ",2020-10-29,"23:54:47","president opens huge lead michigan ",3,"postive","trump"
"2217","so let me get this straight trumps incompetence with covid has killed us amp ivanka is profiting with her coffin business ",2020-10-29,"23:54:45"," let get straight incompetence covid killed us amp ivanka profiting coffin business ",-2,"negative","trump"
"2218","what kind of propaganda is this violence in the streets while trump is president as a reason to reelect trump bi ",2020-10-29,"23:53:54"," kind propaganda violence streets president reason reelect bi ",1,"postive","trump"
"2219","trump amp republicans will still likely try to use those latearriving ballots as a hook to challenge all mailin b ",2020-10-29,"23:52:30"," amp republicans will still likely try use latearriving ballots hook challenge mailin b ",-1,"negative","trump"
"2220","i still remember the american main stream media and social media meltdowns when donald trump won the election ",2020-10-29,"23:51:49"," still remember american main stream media social media meltdowns won election ",2,"postive","trump"
"2221","the trump crime family reminds me of the show arrested development but not funny at all ",2020-10-29,"23:51:01"," crime family reminds show arrested development funny ",-1,"negative","trump"
"2222","there is not anywhere near the enthusiasm for biden as there is for president donald j trump who are they polling ",2020-10-29,"23:47:19"," anywhere near enthusiasm president j polling ",0,"neutral","trump"
"2223"," management the hell is this to biden supporters against one trump supporter thats not fair and balan ",2020-10-29,"23:44:41"," management hell supporters one supporter thats fair balan ",1,"postive","trump"
"2224"," prison awaiting this mafia family shutdown trump nightmare",2020-10-29,"23:44:21"," prison awaiting mafia family shutdown nightmare",-3,"negative","trump"
"2225","trumps million coronavirus ad campaign had partisan edge down to the celebrities chosen to participate ",2020-10-29,"23:40:35"," million coronavirus ad campaign partisan edge celebrities chosen participate ",-1,"negative","trump"
"2226","olbermann vs trump trump is sundowning via ",2020-10-29,"23:39:00","olbermann vs sundowning via ",0,"neutral","trump"
"2227","here are new albums to help vote out donald trump including ",2020-10-29,"23:37:00"," new albums help vote including ",3,"postive","trump"
"2228","trumps going to take states folks ",2020-10-29,"23:34:15"," going take states folks ",0,"neutral","trump"
"2229","drinking game for election night to close to call have the polls closed voter fraud oh no trump win arizona",2020-10-29,"23:34:08","drinking game election night close call polls closed voter fraud oh win arizona",0,"neutral","trump"
"2230"," well thank you hope trump wins as i am not fooled by this moderate stance of biden reading his policies ",2020-10-29,"23:33:46"," well thank hope wins fooled moderate stance reading policies ",0,"neutral","trump"
"2231","really lil wayne backing trump wow im so confused on why ",2020-10-29,"23:33:07","really lil wayne backing wow im confused ",1,"postive","trump"
"2232","what trump supporters teach their children lessons ",2020-10-29,"23:32:39"," supporters teach children lessons ",2,"postive","trump"
"2233","thursday battleground polls fl biden trump quinnipiac biden trump monmouth ia trump b ",2020-10-29,"23:31:15","thursday battleground polls fl quinnipiac monmouth ia b ",0,"neutral","trump"
"2234"," progressive agenda or trump conflicted conservatives weigh risks reporting by ",2020-10-29,"23:30:00"," progressive agenda conflicted conservatives weigh risks reporting ",-1,"negative","trump"
"2235","trump is the ugly orange face of the problem we still need allies to fight for progress if were going to institut ",2020-10-29,"23:29:38"," ugly orange face problem still need allies fight progress going institut ",-1,"negative","trump"
"2236","biden on trumps plans to eliminate social security basically telling voters to do their own research as my wife ",2020-10-29,"23:29:27"," plans eliminate social security basically telling voters research wife ",0,"neutral","trump"
"2237","united states florida our polling average shows joe biden dem liberal with a lead over president donald trump ",2020-10-29,"23:28:46","united states florida polling average shows dem liberal lead president ",3,"postive","trump"
"2238"," theyre voting for trump i also wish he was here to witness the democrats getting voted out of office ",2020-10-29,"23:26:18"," theyre voting also wish witness democrats getting voted office ",1,"postive","trump"
"2239","trump is biden is no one in the history of the world ever said theyre in their prime in their mid to ",2020-10-29,"23:26:11"," one history world ever said theyre prime mid ",0,"neutral","trump"
"2240","biden donald trump has waved the white flag abandoned our families and surrendered to this virus but the americ ",2020-10-29,"23:25:22"," waved white flag abandoned families surrendered virus americ ",-1,"negative","trump"
"2241","if trump lawyers start requesting that the count stops and it goes further up the chain its a concern we want a ",2020-10-29,"23:22:39"," lawyers start requesting count stops goes chain concern want ",0,"neutral","trump"
"2242","biden on trump in tampa fl donald trump just held a super spreader event here hes spreading more than just cor ",2020-10-29,"23:20:08"," tampa fl just held super spreader event hes spreading just cor ",2,"postive","trump"
"2243","it would not be good for us allies unless those allies are doing what donald trump wants them to do at any pa ",2020-10-29,"23:20:04"," good us allies unless allies wants pa ",-1,"negative","trump"
"2244","the polls shift toward trump american thinker ",2020-10-29,"23:19:43"," polls shift toward american thinker ",1,"postive","trump"
"2245","trumps epa rewrote the rules on air water energy now voters face a choice on climate change issues ",2020-10-29,"23:16:24"," epa rewrote rules air water energy now voters face choice climate change issues ",0,"neutral","trump"
"2246","ive said if ivanka werent my daughter perhaps id be dating her donald trump ",2020-10-29,"23:11:57","ive said ivanka werent daughter perhaps id dating ",1,"postive","trump"
"2247","who will be the first member of the trump family to go to jail ",2020-10-29,"23:11:23"," will first member family go jail ",-1,"negative","trump"
"2248","trump wont do it so we have to ",2020-10-29,"23:11:01"," wont ",0,"neutral","trump"
"2249","did you vote for donald trump in still wondering what to do november this may help watch ",2020-10-29,"23:05:38"," vote still wondering november may help watch ",1,"postive","trump"
"2250","more states drop into the margin of uncertainty increasing the odds of trump reaching enough ec votes to pull off ",2020-10-29,"23:05:13"," states drop margin uncertainty increasing odds reaching enough ec votes pull ",-2,"negative","trump"
"2251","joe biden and donald trump are both recruiting tens of thousands of poll observers what do they actually do ",2020-10-29,"23:05:05"," recruiting tens thousands poll observers actually ",0,"neutral","trump"
"2252","so jay cutler endorses trump that should pretty much seal the deal for biden right ",2020-10-29,"23:04:01"," jay cutler endorses pretty much seal deal right ",5,"postive","trump"
"2253","steve hilton you dont like trumps tweets his behavior try paying your bills with a speech about the ",2020-10-29,"23:03:11","steve hilton dont like tweets behavior try paying bills speech ",2,"postive","trump"
"2254","why do trump amp gop hate the us military ",2020-10-29,"23:01:00"," amp gop hate us military ",-1,"negative","trump"
"2255","worth your time trump has weaponized masculinity as president heres why it matters ",2020-10-29,"23:00:42","worth time weaponized masculinity president heres matters ",2,"postive","trump"
"2256","when do you nut jobs vote or when is it counted or more importantly when does trump claim its fraud ",2020-10-29,"23:00:35"," nut jobs vote counted importantly claim fraud ",-3,"negative","trump"
"2257","what a trump or biden election win means for your money by ",2020-10-29,"23:00:00"," election win means money ",2,"postive","trump"
"2258","america has a choice a vote for trump is the path to the end of the united states an apocalypse a vote for ",2020-10-29,"22:58:31","america choice vote path end united states apocalypse vote ",1,"postive","trump"
"2259","the most important thing about bidens election program depends on everyones hope of being rid of trump ",2020-10-30,"23:57:21"," important thing bidens election program depends everyones hope rid ",4,"postive","trump"
"2260","check out this article from president trump goes to extraordinary lengths to hide details of putin mee ",2020-10-30,"23:55:56","check article president goes extraordinary lengths hide details putin mee ",1,"postive","trump"
"2261"," how you feeling trumps gonna win right i just have a hunch like in prove me wrong fyi i want ",2020-10-30,"23:54:21"," feeling gonna win right just hunch like prove wrong fyi want ",4,"postive","trump"
"2262","poll added in nc rassmussen wlean to biden trump new nc ",2020-10-30,"23:53:38","poll added nc rassmussen wlean new nc ",1,"postive","trump"
"2263","as if youre any better trump has to reshuffle his cabinet every other minute because hes fucking clueless on e ",2020-10-30,"23:52:56"," youre better reshuffle cabinet every minute hes fucking clueless e ",0,"neutral","trump"
"2264","lets hope having sworn allegiance to chooses to protect same over possible trump atta ",2020-10-30,"23:51:54","lets hope sworn allegiance chooses protect possible atta ",3,"postive","trump"
"2265","poll added in nc rassmussen to biden trump new nc average ",2020-10-30,"23:51:45","poll added nc rassmussen new nc average ",1,"postive","trump"
"2266","trump vs bible maybe if he could read it vs using it as a photo prop ",2020-10-30,"23:51:43"," vs bible maybe read vs using photo prop ",1,"postive","trump"
"2267","if theres any doubt wisconsin is a bareknuckle battle to the end watch the candidates both president trump amp j ",2020-10-30,"23:51:19"," theres doubt wisconsin bareknuckle battle end watch candidates president amp j ",-1,"negative","trump"
"2268"," reasons republicans arent voting for trump in via ",2020-10-30,"23:50:08"," reasons republicans arent voting via ",0,"neutral","trump"
"2269","watch berlins madame tussauds removes trumps waxwork ahead of ",2020-10-30,"23:50:00","watch berlins madame tussauds removes waxwork ahead ",1,"postive","trump"
"2270","stock market tumbles as number of infections in the us continue to soar trumps failed pandemic respo ",2020-10-30,"23:48:01","stock market tumbles number infections us continue soar failed pandemic respo ",-3,"negative","trump"
"2271","biden vs trump tipping point change biden by in pa biden by in pa more info from ",2020-10-30,"23:47:58"," vs tipping point change pa pa info ",1,"postive","trump"
"2272"," these are lies trump is lying to voters to scare them into voting for him because he cant win wi ",2020-10-30,"23:47:22"," lies lying voters scare voting cant win wi ",-2,"negative","trump"
"2273","if its going against him trump will use rallies to push the rigged message and to pressurise the media and the ",2020-10-30,"23:46:59"," going will use rallies push rigged message pressurise media ",-1,"negative","trump"
"2274","hes a knucklehead maybe hes dreaming of a nd term hes a fraud and a phony like trump his own uncle has denou ",2020-10-30,"23:44:49","hes knucklehead maybe hes dreaming nd term hes fraud phony like uncle denou ",-1,"negative","trump"
"2275"," jake if the corruption emails were about trump rather than biden then wo ",2020-10-30,"23:44:44"," jake corruption emails rather wo ",-1,"negative","trump"
"2276","how do yall feel about wayne meeting with trump are you surprised link in bio ",2020-10-30,"23:44:41"," yall feel wayne meeting surprised link bio ",0,"neutral","trump"
"2277","oh how sweet it is president donald trump leading joseph biden in four swing states poll washington times ",2020-10-30,"23:44:33","oh sweet president leading joseph four swing states poll washington times ",3,"postive","trump"
"2278","aisnemarne american cemetery france donald trump cancelled a visit here because it was raining and he didnt wan ",2020-10-30,"23:43:59","aisnemarne american cemetery france cancelled visit raining didnt wan ",-2,"negative","trump"
"2279"," go trump ",2020-10-30,"23:43:06"," go ",0,"neutral","trump"
"2280","volunteer to be a trump election poll watcher sign up today ",2020-10-30,"23:42:37","volunteer election poll watcher sign today ",1,"postive","trump"
"2281","michigan has been moved from biden to trump north carolina has been moved from trump to biden tru ",2020-10-30,"23:42:23","michigan moved north carolina moved tru ",0,"neutral","trump"
"2282"," as always with trump this is projection he no doubt has worked out ways to quietly profit ",2020-10-30,"23:42:21"," always projection doubt worked ways quietly profit ",0,"neutral","trump"
"2283","open letter to the president of the united states of america donald j trump ",2020-10-30,"23:41:32","open letter president united states america j ",2,"postive","trump"
"2284","some clever comedy to lighten the mood trump investigates election voter fraud spitting image ",2020-10-30,"23:40:59"," clever comedy lighten mood investigates election voter fraud spitting image ",3,"postive","trump"
"2285","things are looking bright for the trump campaign ",2020-10-30,"23:40:51","things looking bright campaign ",1,"postive","trump"
"2286"," for anyone who wants to use as an excuse for trump know that he created m less jobs in ",2020-10-30,"23:40:42"," anyone wants use excuse know created m less jobs ",-2,"negative","trump"
"2287","under the banner of making america great again the trump administration has pursued regressive nationalist polici ",2020-10-30,"23:40:17"," banner making america great administration pursued regressive nationalist polici ",0,"neutral","trump"
"2288","trump uses mma fighters to boot his support with young men ",2020-10-30,"23:39:18"," uses mma fighters boot support young men ",2,"postive","trump"
"2289","trump supporters are the best ",2020-10-30,"23:34:57"," supporters best ",2,"postive","trump"
"2290"," trump is not a republican he is the man who would be king join the revolution take ",2020-10-30,"23:34:57"," republican man king join revolution take ",0,"neutral","trump"
"2291"," where you gonna be when trump wins again please video stream i wanna watch ",2020-10-30,"23:34:25"," gonna wins please video stream wanna watch ",2,"postive","trump"
"2292"," you can turn away people from a trump rally tonight but you cant stop president ",2020-10-30,"23:34:12"," can turn away people rally tonight cant stop president ",0,"neutral","trump"
"2293","trump mail votes are being disappeared go vote in person even if you already voted by mail ",2020-10-30,"23:30:54"," mail votes disappeared go vote person even already voted mail ",-1,"negative","trump"
"2294","imagine a fraction of this happening in the trump family there would be no room for any other news coverage on m ",2020-10-30,"23:30:35","imagine fraction happening family room news coverage m ",0,"neutral","trump"
"2295","instead of the going to the podium first to start the rally trump road in the beast to greet and thank the support ",2020-10-30,"23:30:33","instead going podium first start rally road beast greet thank support ",2,"postive","trump"
"2296","putin would make trump drag as melania before he ever did still funny as fuck ",2020-10-30,"23:30:25","putin make drag melania ever still funny fuck ",-2,"negative","trump"
"2297","and can i say listening to trump talking in mn rather fear stoking in mn he sounds exhausted and tired and out o ",2020-10-30,"23:29:59"," can say listening talking mn rather fear stoking mn sounds exhausted tired o ",-3,"negative","trump"
"2298","why is trumps rally theme song the ymca ",2020-10-30,"23:29:36"," rally theme song ymca ",0,"neutral","trump"
"2299","us election polls tracker who is leading in swing states trump or biden ",2020-10-30,"23:28:53","us election polls tracker leading swing states ",1,"postive","trump"
"2300","scenario s pollsplus model is off by of s error and trump flips of biden vote ",2020-10-30,"23:28:47","scenario s pollsplus model s error flips vote ",0,"neutral","trump"
"2301","five per day trump rally schedule announced for final days of campaign tgp ",2020-10-30,"23:28:47","five per day rally schedule announced final days campaign tgp ",0,"neutral","trump"
"2302","scenario s pollsplus model is off by of s error donald trump wins electoral coll ",2020-10-30,"23:28:46","scenario s pollsplus model s error wins electoral coll ",1,"postive","trump"
"2303","scenario s pollsplus model is off by of s error donald trump wins electoral colle ",2020-10-30,"23:28:46","scenario s pollsplus model s error wins electoral colle ",1,"postive","trump"
"2304","scenario s pollsplus model is off by of s error donald trump wins electoral colle ",2020-10-30,"23:28:45","scenario s pollsplus model s error wins electoral colle ",1,"postive","trump"
"2305","scenario s pollsplus model is off by of s error donald trump wins electoral colle ",2020-10-30,"23:28:44","scenario s pollsplus model s error wins electoral colle ",1,"postive","trump"
"2306","donald trump is going to lose to joe biden this tuesday pass it on ",2020-10-30,"23:28:27"," going lose tuesday pass ",-1,"negative","trump"
"2307"," polls shock poll puts trump ahead in pennsylvania and michigan prompting expert row ",2020-10-31,"23:59:46"," polls shock poll puts ahead pennsylvania michigan prompting expert row ",0,"neutral","trump"
"2308","only a fool would dismiss the chances of trump being reelected ",2020-10-31,"23:59:31"," fool dismiss chances reelected ",0,"neutral","trump"
"2309","lets face it trump put the people of the united states in a situation that his winning and losing concerned every ",2020-10-31,"23:59:29","lets face put people united states situation winning losing concerned every ",0,"neutral","trump"
"2310"," found trump a new career for when this is all over get him out ",2020-10-31,"23:58:45"," found new career get ",3,"postive","trump"
"2311","my latest map biden trump tossup ",2020-10-31,"23:58:03"," latest map tossup ",0,"neutral","trump"
"2312","mjsdc found trump a new career for when this is all over get him out ",2020-10-31,"23:57:42","mjsdc found new career get ",3,"postive","trump"
"2313","why many white men love trumps coronavirus response the atlantic ",2020-10-31,"23:56:02"," many white men love coronavirus response atlantic ",2,"postive","trump"
"2314"," superman trump ",2020-10-31,"23:55:03"," superman ",1,"postive","trump"
"2315"," found trump a new career for when this is all over get him out ",2020-10-31,"23:55:00"," found new career get ",3,"postive","trump"
"2316","wow des moines reguster reporting trump up in iowa this is real bad news for hidin biden campaign is collapsi ",2020-10-31,"23:54:43","wow des moines reguster reporting iowa real bad news hidin campaign collapsi ",1,"postive","trump"
"2317","to all the redneck hicks in texas fuck you and trump leave the sheep and your sister alone",2020-10-31,"23:54:24"," redneck hicks texas fuck leave sheep sister alone",-3,"negative","trump"
"2318"," found trump a new career for when this is all over get him out ",2020-10-31,"23:54:22"," found new career get ",3,"postive","trump"
"2319"," found trump a new career for when this is all over get him out ",2020-10-31,"23:54:11"," found new career get ",3,"postive","trump"
"2320"," when the puts a trumppence sticker right on the elephants bum i mea ",2020-10-31,"23:54:05"," puts trumppence sticker right elephants bum mea ",0,"neutral","trump"
"2321"," found trump a new career for when this is all over get him out ",2020-10-31,"23:54:04"," found new career get ",3,"postive","trump"
"2322"," found trump a new career for when this is all over get him out ",2020-10-31,"23:53:43"," found new career get ",3,"postive","trump"
"2323","some of these people think trump was sent by god they listen to media that is telling them the only way trump c ",2020-10-31,"23:53:32"," people think sent god listen media telling way c ",1,"postive","trump"
"2324","what did i burn this year covid and trump ",2020-10-31,"23:52:53"," burn year covid ",-1,"negative","trump"
"2325","us presidential election oddsupdated no changes huge volume on both sides donald trump joe biden ",2020-10-31,"23:52:38","us presidential election oddsupdated changes huge volume sides ",0,"neutral","trump"
"2326"," found trump a new career for when this is all over get him out ",2020-10-31,"23:51:59"," found new career get ",3,"postive","trump"
"2327","trump rally butler pennsylvania ",2020-10-31,"23:51:54"," rally butler pennsylvania ",1,"postive","trump"
"2328"," found trump a new career for when this is all over get him out ",2020-10-31,"23:50:53"," found new career get ",3,"postive","trump"
"2329","if the trump cult is this dangerous now can only imagine what might come if he loses frightening ",2020-10-31,"23:50:18"," cult dangerous now can imagine might come loses frightening ",-4,"negative","trump"
"2330","ivanka comparing trump to churchill come on lady open your eyes imagine trump managing ww hed probably try ",2020-10-31,"23:49:33","ivanka comparing churchill come lady open eyes imagine managing ww hed probably try ",0,"neutral","trump"
"2331","have felt this more here in arizona each day since trump became president even experienced a racial comment at a ",2020-10-31,"23:49:24"," felt arizona day since became president even experienced racial comment ",3,"postive","trump"
"2332","no way trump up in iowa the weekend before the election you pollster guys are so funny chumps not voting for b ",2020-10-31,"23:49:12"," way iowa weekend election pollster guys funny chumps voting b ",0,"neutral","trump"
"2333","one of trump amp the gops main point is that biden is a weak opponent then shouldnt it be easy for trump to win ",2020-10-31,"23:49:11","one amp gops main point weak opponent shouldnt easy win ",1,"postive","trump"
"2334","reupping this piece in light of trumps new pro white house memo out today ",2020-10-31,"23:48:48","reupping piece light new pro white house memo today ",2,"postive","trump"
"2335"," image of the crowd at president donald trumps rally tonight in butler pa ",2020-10-31,"23:48:34"," image crowd president rally tonight butler pa ",2,"postive","trump"
"2336"," a new study from stanford university estimates that of president trumps rallies between june and sept ",2020-10-31,"23:48:16"," new study stanford university estimates president rallies june sept ",4,"postive","trump"
"2337","wow doing everything they can to try to keep trump in office trying to invalidate more than k ba ",2020-10-31,"23:47:53","wow everything can try keep office trying invalidate k ba ",1,"postive","trump"
"2338","lets make trump lose his followers before he loses this election ",2020-10-31,"23:47:49","lets make lose followers loses election ",-2,"negative","trump"
"2339","with his usual sublime irony trump depicts biden as sleepy and he seems bored and ready to go to sleep ",2020-10-31,"23:46:47"," usual sublime irony depicts sleepy seems bored ready go sleep ",1,"postive","trump"
"2340","check this bobby orr backing president trump via gt ",2020-10-31,"23:46:44","check bobby orr backing president via gt ",2,"postive","trump"
"2341","how horrible is our educational system over the last years that the trump cult thinks dementia donnie is the gre ",2020-10-31,"23:46:44"," horrible educational system last years cult thinks dementia donnie gre ",-2,"negative","trump"
"2342","with his usual sublime irony trump depicts biden as sleepy and he seems bored and ready to go to sleep ",2020-10-31,"23:46:29"," usual sublime irony depicts sleepy seems bored ready go sleep ",1,"postive","trump"
"2343","with his usual sublime irony trump depicts biden as sleepy and he seems bored and ready to go to sleep ",2020-10-31,"23:46:27"," usual sublime irony depicts sleepy seems bored ready go sleep ",1,"postive","trump"
"2344"," found trump a new career for when this is all over get him out ",2020-10-31,"23:46:12"," found new career get ",3,"postive","trump"
"2345","solve it donald trump incompetence and malfeasance has lead to more us deaths than during last wars combined jo ",2020-10-31,"23:45:00","solve incompetence malfeasance lead us deaths last wars combined jo ",-2,"negative","trump"
"2346","traviswaldron found trump a new career for when this is all over get him out ",2020-10-31,"23:44:39","traviswaldron found new career get ",3,"postive","trump"
"2347","feels like a good moment to remind people that were the best industry price on trump starsportsbet for ",2020-10-31,"23:43:20","feels like good moment remind people best industry price starsportsbet ",3,"postive","trump"
"2348","currently at a trump rally in a pennsylvania and the enthusiasm is crazy ",2020-10-31,"23:42:57","currently rally pennsylvania enthusiasm crazy ",0,"neutral","trump"
"2349","icymi trumps election night party at trump international hotel will be canceled may move to the white house ",2020-10-31,"23:42:32","icymi election night party international hotel will canceled may move white house ",1,"postive","trump"
"2350"," joe in trump out ",2020-10-31,"23:42:16"," ",0,"neutral","trump"
"2351"," found trump a new career for when this is all over get him out ",2020-10-31,"23:42:07"," found new career get ",3,"postive","trump"
"2352","under trump whats old is new again north carolina police attacked black people going to vote today we dont w ",2020-10-31,"23:41:41"," whats old new north carolina police attacked black people going vote today dont w ",-1,"negative","trump"
"2353","im a trump supporter but biden is winning the election it is what it is ",2020-10-31,"23:41:28","im supporter winning election ",2,"postive","trump"
"2354","even in the best case scenario on tuesday nighttrump and the gop are swept out to see in an electoral ",2020-10-31,"23:40:48","even best case scenario tuesday nighttrump gop swept see electoral ",0,"neutral","trump"
"2355"," found trump a new career for when this is all over ge ",2020-10-31,"23:40:32"," found new career ge ",3,"postive","trump"
"2356","trump reagansized wins werent in the recount paper ballot safeguard doesnt work if you dont use it when reaga ",2020-10-31,"23:39:55"," reagansized wins werent recount paper ballot safeguard doesnt work dont use reaga ",3,"postive","trump"
"2357","the purged the vanished voters of trumps america via gregpalast reports on vot ",2020-10-31,"23:39:52"," purged vanished voters america via gregpalast reports vot ",-1,"negative","trump"
"2358"," watch helen mirren and sarah cooper recreate trumps access holl ",2020-10-31,"23:39:40"," watch helen mirren sarah cooper recreate access holl ",0,"neutral","trump"
"2359"," found trump a new career get him out ",2020-10-31,"23:39:24"," found new career get ",3,"postive","trump"
"2360","donald trump the great pumpkin the republican party i demand restitution ",2020-10-31,"23:39:11"," great pumpkin republican party demand restitution ",1,"postive","trump"
"2361"," found trump a new career get him out ",2020-10-31,"23:38:18"," found new career get ",3,"postive","trump"
"2362"," found trump a new career get him out ",2020-10-31,"23:37:38"," found new career get ",3,"postive","trump"
"2363"," dems said trust the election process spent yrs trying to overturn dems say trump must accept results ",2020-10-31,"23:36:43"," dems said trust election process spent yrs trying overturn dems say must accept results ",1,"postive","trump"
"2364","wow were so thankful lnp hasnt gone full trump and refused to accept phew wednesday must be very concerning for ",2020-10-31,"23:34:13","wow thankful lnp hasnt gone full refused accept phew wednesday must concerning ",4,"postive","trump"
"2365","last week at a rally president donald trump boasted that if he needed more funds for his campaign contributions h ",2020-10-31,"23:31:51","last week rally president boasted needed funds campaign contributions h ",2,"postive","trump"
"2366","sometimes i think trump is but the excuse to control social media and freedom of speech when amy will start her ",2020-10-31,"23:31:39","sometimes think excuse control social media freedom speech amy will start ",1,"postive","trump"
"2367","us president donald trump rival candidate joe biden sprint across battleground states ahead of here ",2020-11-01,"23:59:59","us president rival candidate sprint across battleground states ahead ",2,"postive","trump"
"2368","trump derangement in overdrive left has organized massive protests around the country for next ",2020-11-01,"23:59:10"," derangement overdrive left organized massive protests around country next ",0,"neutral","trump"
"2369","the likelihood is that trump wins on election night before all mailin votes are counted thats why he wants to ",2020-11-01,"23:59:07"," likelihood wins election night mailin votes counted thats wants ",1,"postive","trump"
"2370","wisconsin trump vs biden atlasintel lv my analysis post ",2020-11-01,"23:58:56","wisconsin vs atlasintel lv analysis post ",0,"neutral","trump"
"2371"," mr trump won the presidency in after making more t ",2020-11-01,"23:58:33"," mr won presidency making t ",2,"postive","trump"
"2372","i cant listen to biden speeches because of the car honking and i cant listen to trump speeches becausetrump ",2020-11-01,"23:57:36"," cant listen speeches car honking cant listen speeches becausetrump ",0,"neutral","trump"
"2373","trump did more thing on paper than all president together people on twitter he his a dumbass ",2020-11-01,"23:57:27"," thing paper president together people twitter dumbass ",1,"postive","trump"
"2374","i dont want to know what the law is i want to know who the judge is trump mentor roy cohn ",2020-11-01,"23:56:49"," dont want know law want know judge mentor roy cohn ",3,"postive","trump"
"2375"," two things could be going on both plausible trump internal polling shows a close race or even tr ",2020-11-01,"23:56:13"," two things going plausible internal polling shows close race even tr ",1,"postive","trump"
"2376","watch democrats cancel texas event on friday to ensure senator kamala harris safety after trump supporters followe ",2020-11-01,"23:55:30","watch democrats cancel texas event friday ensure senator kamala harris safety supporters followe ",2,"postive","trump"
"2377","trump reelected ",2020-11-01,"23:54:26"," reelected ",0,"neutral","trump"
"2378","exposing joe biden play this and share it to get the truth out before election day vote trump ",2020-11-01,"23:53:35","exposing play share get truth election day vote ",1,"postive","trump"
"2379"," if trump looses he will probably encourage his thug followers to riot ",2020-11-01,"23:53:27"," looses will probably encourage thug followers riot ",-2,"negative","trump"
"2380","wisconsin trump vs biden ipsos lv my analysis post ",2020-11-01,"23:52:42","wisconsin vs ipsos lv analysis post ",0,"neutral","trump"
"2381","heres a secret its not trump supporters that will be rioting if their candidate loses ",2020-11-01,"23:50:52","heres secret supporters will rioting candidate loses ",0,"neutral","trump"
"2382"," i meant to pick trump but accidentally clicked biden texas going blue is unlikely texas going blu ",2020-11-01,"23:50:36"," meant pick accidentally clicked texas going blue unlikely texas going blu ",-1,"negative","trump"
"2383","trump wont destroy us democracy americans wont let him my latest ",2020-11-01,"23:50:19"," wont destroy us democracy americans wont let latest ",0,"neutral","trump"
"2384","for weeks i have been told by my race we as black people cant vote for trump because of what he said about black ",2020-11-01,"23:50:13"," weeks told race black people cant vote said black ",-2,"negative","trump"
